x.bar,y.bar,xybar,x.edge,y.edge,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,letter
10,10,9,6,13,9,14,10,?,11,13,13,?,9,10,S
9,11,10,4,8,9,?,?,11,?,13,?,9,10,6,R
8,14,16,3,3,11,?,7,?,8,?,14,14,9,7,F
7,12,13,9,1,7,9,9,10,?,16,14,11,?,5,N
6,14,11,8,2,3,?,8,10,?,13,13,?,10,?,W
7,10,10,3,3,8,?,1,2,15,14,17,?,?,0,K
8,13,10,4,2,?,12,3,5,12,15,19,?,?,3,U
9,8,10,15,10,?,15,10,12,10,15,?,?,12,12,O
11,11,10,15,11,?,?,?,16,9,18,17,14,10,15,M
9,9,10,3,9,?,?,2,4,10,13,17,12,?,?,B
6,11,13,4,3,?,10,5,?,12,15,16,15,?,3,U
11,10,8,4,1,?,13,11,14,12,13,10,13,?,?,V
10,9,11,3,4,?,12,?,5,11,14,?,12,11,4,O
10,9,8,8,1,14,12,?,9,11,12,?,13,?,2,N
8,10,10,3,12,?,?,9,10,10,14,11,?,11,5,B
12,11,8,5,6,16,?,6,11,13,13,16,?,10,?,O
8,8,9,8,8,9,11,11,12,?,14,13,11,12,8,H
6,16,13,3,2,6,12,?,10,10,?,16,12,10,?,V
12,13,8,8,8,5,17,9,16,?,10,15,?,?,13,Q
8,10,10,3,6,13,14,7,10,?,13,12,?,10,5,C
9,9,13,1,11,16,?,9,9,10,12,?,13,?,5,Z
6,12,12,9,3,5,11,?,10,11,14,15,?,9,9,W
7,12,15,4,7,11,10,12,?,12,13,?,13,?,8,E
11,10,10,3,11,12,12,7,10,11,12,11,13,?,7,S
8,15,17,2,6,8,14,?,?,?,14,14,13,11,11,P
6,9,15,11,6,8,10,?,14,14,?,?,11,10,9,M
9,3,8,3,3,3,11,?,?,11,15,16,13,11,?,A
12,8,13,4,7,6,14,9,13,9,?,13,?,9,?,J
10,9,10,13,3,10,12,7,10,15,?,13,?,11,9,M
11,10,17,3,10,10,?,?,15,9,?,14,10,9,?,F
12,8,12,8,10,6,11,8,7,11,?,10,11,?,4,B
10,13,9,1,2,7,13,?,11,10,13,10,13,?,7,T
8,9,10,5,7,11,13,5,?,14,?,?,10,9,4,K
9,11,13,7,1,7,11,?,6,9,?,14,13,10,3,N
14,9,14,0,2,9,9,8,10,8,?,7,11,6,?,J
13,10,11,4,9,10,?,6,9,10,?,16,?,11,6,Z
6,13,10,3,0,5,?,?,10,11,12,13,15,10,3,Y
11,10,8,7,0,12,12,6,7,12,13,12,12,17,?,N
11,10,11,5,8,11,14,?,12,11,15,14,11,10,7,R
11,8,9,1,7,11,12,4,4,11,14,17,?,?,?,G
7,9,9,7,11,6,10,7,9,?,14,?,12,?,8,K
9,11,10,4,1,14,12,?,10,?,12,15,11,?,5,H
10,11,14,7,2,?,11,?,7,9,15,?,13,10,3,N
9,16,9,3,2,9,14,8,10,12,13,13,?,?,6,T
10,9,10,3,7,11,13,5,3,?,14,?,11,8,?,E
9,9,13,4,4,9,11,5,9,13,16,?,12,7,?,K
9,10,20,2,2,8,8,7,?,12,?,11,12,9,?,J
0,3,0,0,1,10,11,6,?,?,11,10,11,10,4,L
7,10,10,4,6,17,11,?,8,?,13,11,13,12,4,D
4,11,9,1,9,16,10,5,?,19,13,17,14,?,5,E
5,5,4,2,1,?,9,?,6,8,15,?,12,?,3,L
13,4,11,4,4,4,?,8,10,13,13,10,11,?,4,A
14,9,15,4,6,10,?,11,15,9,15,14,11,?,7,X
8,15,12,7,2,9,13,8,10,10,13,11,?,?,?,T
14,9,15,3,7,12,?,8,10,10,?,12,12,8,?,S
7,15,14,2,4,8,?,2,4,?,?,18,16,9,?,F
9,11,18,1,2,6,10,6,7,10,12,11,?,6,2,I
12,12,17,3,4,7,?,11,12,6,11,?,12,8,6,F
10,19,10,0,1,6,11,8,?,?,12,9,12,7,3,T
11,8,10,19,7,9,13,10,13,11,14,10,13,13,14,W
9,10,9,6,12,9,11,10,?,8,13,15,?,9,?,F
9,11,9,4,7,11,11,10,?,?,14,12,11,8,9,R
9,13,6,13,3,9,12,15,14,?,18,?,16,10,7,M
8,10,8,8,11,6,?,?,10,12,13,12,?,10,?,K
9,10,10,6,10,?,12,9,?,15,14,13,13,?,?,E
5,12,15,7,1,7,11,10,?,13,13,13,?,10,7,N
9,10,7,8,0,?,12,6,9,?,?,12,?,18,5,N
10,9,13,1,7,8,?,5,6,10,15,15,14,?,4,S
5,15,14,2,3,8,?,6,5,7,16,17,17,7,1,Y
5,15,14,3,2,7,12,10,11,11,11,?,?,?,6,V
8,11,14,4,6,8,9,12,17,?,15,13,13,6,11,X
7,15,13,1,4,7,?,?,4,5,14,17,12,14,1,P
12,8,19,1,1,8,10,7,?,13,?,12,13,?,3,J
9,10,8,1,9,11,13,2,?,?,15,18,11,11,2,B
12,9,8,12,7,8,10,?,12,10,13,10,14,10,12,U
6,11,15,3,5,10,12,9,11,?,12,?,13,?,6,C
11,10,7,1,9,9,12,?,?,?,14,17,12,8,?,S
6,15,15,2,3,9,12,4,6,?,15,17,17,8,?,Y
9,11,11,1,9,11,12,12,10,16,12,12,12,?,4,E
2,10,12,12,2,5,10,14,14,12,?,12,15,9,7,W
10,8,10,4,1,3,11,6,12,10,14,?,12,13,3,A
6,14,13,1,6,11,?,?,9,6,12,12,13,?,?,P
8,9,15,6,7,10,11,?,13,15,?,11,?,10,8,G
10,9,9,6,9,10,9,?,11,?,?,?,12,13,9,R
12,8,15,2,2,?,8,6,6,13,14,13,11,?,?,J
10,10,9,7,4,8,12,7,9,10,13,?,?,?,7,W
11,8,13,6,6,7,10,11,14,11,16,14,11,?,10,H
9,13,10,2,0,6,12,?,12,11,13,?,15,11,?,Y
9,9,10,4,1,?,11,?,8,11,14,14,13,18,3,H
10,10,10,6,4,?,10,?,14,8,13,?,12,11,11,D
11,10,15,6,1,7,10,4,5,?,17,16,14,?,1,N
11,11,10,4,10,7,11,6,9,11,?,13,13,?,6,X
9,10,10,1,0,8,12,?,6,10,?,?,12,12,?,I
6,12,17,8,0,6,10,15,17,?,?,14,?,10,8,N
9,8,9,5,0,16,12,11,?,11,?,10,12,15,?,U
12,8,14,3,7,11,?,?,11,11,?,13,10,8,4,S
12,9,14,3,6,8,?,4,5,10,15,13,10,?,5,B
10,10,11,5,7,10,10,11,14,?,?,?,7,9,11,R
10,10,9,8,8,6,12,7,13,10,?,14,?,14,12,P
14,3,12,2,3,4,9,5,4,13,16,?,?,11,?,A
7,14,14,3,3,11,9,?,12,7,12,?,16,10,6,F
11,11,10,6,10,9,12,9,?,8,14,13,?,13,8,R
12,9,14,4,5,9,11,11,13,?,12,?,11,10,7,D
5,9,9,5,3,9,14,11,11,14,11,10,?,?,4,K
10,10,10,0,5,?,10,9,9,?,9,8,13,6,?,I
9,9,10,5,5,?,11,7,8,?,12,10,12,13,3,O
6,8,7,4,5,?,10,?,9,6,12,15,13,14,4,D
12,10,9,9,5,10,?,?,9,9,15,?,17,12,5,V
11,9,15,2,3,8,7,6,8,11,11,11,12,?,?,J
8,10,11,2,6,12,11,2,?,?,13,17,10,11,4,C
10,11,7,6,4,?,?,8,?,16,13,14,12,11,4,C
12,10,16,3,8,?,9,13,13,8,?,8,14,?,5,T
9,9,10,12,9,8,?,8,11,11,14,14,?,10,11,W
9,14,10,5,8,6,12,8,12,13,?,15,14,?,?,Q
9,14,10,3,5,9,12,3,3,11,15,19,?,14,2,R
11,14,9,2,1,5,13,7,8,10,?,12,?,11,0,Y
10,9,12,0,11,15,?,?,7,?,12,12,11,?,1,Z
11,11,9,4,5,13,?,11,?,?,12,12,14,11,9,H
11,9,9,5,6,12,12,6,8,11,?,?,11,12,5,Q
9,9,10,4,8,12,13,8,10,12,13,13,12,8,?,E
13,7,14,7,8,6,14,8,11,?,?,?,8,11,9,K
11,11,11,6,7,8,8,?,8,8,15,12,12,8,?,R
10,14,16,2,5,7,12,?,9,?,16,14,15,?,4,P
11,9,10,4,5,11,11,5,8,?,15,?,13,10,7,H
5,14,13,7,2,?,12,9,?,13,13,13,13,9,5,N
10,9,8,5,5,?,11,8,10,7,13,?,12,9,6,D
11,9,9,3,12,12,11,5,7,10,14,18,13,11,?,S
12,10,14,1,2,5,9,8,7,10,?,?,?,8,6,J
9,13,10,2,0,3,14,3,?,11,15,?,15,?,1,Y
9,9,13,3,6,11,?,?,9,14,13,14,12,10,4,G
12,10,14,3,5,12,?,7,10,11,14,?,8,8,5,S
12,8,10,4,6,13,?,7,11,13,13,13,12,11,5,Q
10,10,7,1,12,14,11,6,11,9,12,14,11,8,?,S
9,9,14,4,3,?,10,4,6,11,16,?,13,10,4,H
2,1,1,0,1,?,12,5,8,6,13,16,?,11,?,L
9,10,10,5,0,11,12,9,8,10,11,12,?,17,6,H
9,12,10,4,11,9,12,9,13,9,?,14,?,9,?,I
10,11,10,8,6,?,?,9,10,9,15,13,12,10,4,H
12,10,11,8,5,9,?,12,11,8,15,13,13,8,?,K
9,10,10,5,6,7,?,6,8,12,13,15,13,?,3,X
13,5,13,4,8,10,15,?,12,12,13,?,9,?,7,Q
8,10,13,4,4,?,10,6,8,13,17,16,?,8,?,K
9,11,14,3,5,?,11,7,8,?,14,14,10,8,?,S
9,8,10,8,8,?,12,9,?,11,?,12,14,10,9,R
9,10,10,4,0,14,?,8,10,?,12,?,12,19,?,H
10,9,8,5,8,10,10,7,10,?,13,11,12,?,5,X
9,8,10,5,9,?,?,7,11,11,14,?,14,9,7,D
15,3,13,3,4,6,11,8,8,12,13,12,12,?,?,A
13,7,17,3,5,8,12,?,?,12,10,10,11,11,5,I
4,1,1,0,0,?,12,2,4,6,14,19,11,?,?,L
10,7,8,2,8,15,13,11,11,13,14,?,11,10,6,G
9,12,17,6,5,9,13,11,10,?,?,14,12,11,5,P
10,15,8,10,2,4,14,10,12,11,15,?,17,11,11,W
9,10,17,0,2,6,10,?,8,?,?,10,13,6,3,I
10,16,10,3,2,9,13,?,8,11,13,13,13,?,6,T
7,15,14,1,5,8,12,3,3,6,14,16,?,13,?,P
9,5,10,6,8,8,9,?,9,13,15,16,10,10,6,Q
5,10,14,5,5,10,11,12,14,?,14,?,?,7,8,K
3,15,14,10,3,?,12,13,16,11,16,?,14,10,11,W
9,9,9,3,4,?,?,6,8,?,14,16,11,13,4,O
9,10,10,1,1,8,12,0,1,10,?,16,12,11,2,I
9,14,9,8,1,4,?,5,?,12,14,16,13,10,4,W
10,5,10,4,3,4,11,8,?,10,13,12,12,11,4,A
10,13,9,7,10,7,15,8,14,13,?,15,16,11,12,Y
11,11,16,2,3,8,14,6,?,?,14,14,?,9,4,P
10,9,17,1,1,?,12,4,4,11,13,13,12,5,?,I
11,9,14,4,7,13,11,?,13,6,12,?,?,11,6,D
9,10,11,4,9,10,?,7,10,12,12,13,13,7,?,T
2,18,16,1,3,8,10,8,9,?,11,12,14,?,6,F
6,11,15,3,4,?,11,9,10,?,13,11,15,?,4,C
9,14,10,3,1,6,12,6,8,?,?,13,14,10,4,V
8,11,9,4,6,9,10,6,8,?,14,12,?,10,7,R
12,10,12,7,8,?,11,?,13,7,13,8,16,8,10,F
9,14,9,4,6,?,11,3,3,?,14,18,10,?,3,R
16,4,17,2,0,12,11,?,8,18,11,?,11,15,4,J
9,9,14,7,7,10,10,7,10,12,16,14,?,7,6,H
10,9,9,2,9,13,11,5,5,10,?,?,13,?,?,Z
8,14,5,8,3,?,11,13,12,?,17,15,15,9,?,N
6,13,11,8,3,?,12,8,9,11,14,?,?,10,6,W
12,8,15,3,7,?,11,?,10,11,13,13,10,?,4,S
7,9,12,5,5,7,10,9,13,14,13,?,12,?,8,K
5,12,15,2,3,9,9,11,11,?,14,14,16,6,?,Y
10,12,11,5,1,?,10,5,5,?,15,15,14,11,5,N
10,9,11,5,4,11,?,9,8,8,13,14,?,12,5,N
11,10,8,8,9,?,12,?,7,9,?,12,15,11,7,B
11,6,8,7,9,12,?,10,14,9,?,10,10,12,9,Q
8,9,11,9,7,9,?,15,13,14,16,12,13,12,5,H
11,14,5,9,5,?,12,15,15,13,?,14,?,11,6,N
11,11,11,3,4,7,12,6,9,12,14,?,?,?,6,Q
13,8,14,3,5,7,12,?,9,9,13,11,11,8,?,I
13,4,11,4,5,4,9,?,10,13,13,?,10,11,4,A
12,9,20,1,2,8,11,9,11,11,13,?,11,8,4,J
11,11,11,3,6,5,?,6,8,13,?,14,13,12,5,Q
4,10,10,1,9,15,9,?,8,20,13,16,12,8,3,E
4,17,15,1,4,?,11,?,6,8,12,14,14,12,3,F
9,10,9,3,11,?,12,?,11,?,11,14,12,12,5,B
9,9,8,5,8,9,9,9,9,8,?,11,?,11,8,B
11,9,10,3,4,11,12,5,7,?,?,13,12,11,5,O
9,11,12,2,4,12,?,3,4,16,15,17,13,10,?,C
10,9,9,3,4,9,11,?,?,11,16,?,?,11,1,O
8,13,14,3,5,?,9,12,13,7,?,11,?,5,6,T
4,8,10,0,9,?,11,9,?,20,12,12,13,?,5,E
13,3,15,3,6,7,13,?,11,15,?,?,11,10,4,L
9,13,14,2,3,7,?,4,5,6,17,16,12,?,2,P
15,5,14,5,9,8,12,?,11,?,11,16,10,9,4,Z
11,10,10,4,4,11,10,10,11,10,14,?,?,?,?,O
8,13,10,3,7,9,12,7,8,13,13,13,10,?,5,R
10,10,9,3,6,8,12,?,2,11,16,18,12,11,2,X
9,10,9,4,5,13,12,10,11,10,12,12,?,13,7,O
11,8,9,6,6,10,10,?,12,?,13,13,12,12,?,O
12,9,13,3,7,?,12,7,7,9,15,15,11,?,?,B
13,3,12,3,3,5,9,?,?,10,16,14,11,10,5,A
8,9,10,4,4,11,11,4,5,13,13,?,11,11,4,H
8,11,17,0,2,6,12,?,?,12,12,11,13,6,5,I
10,7,9,4,5,15,11,7,8,10,14,?,13,10,4,Q
11,10,15,2,7,?,10,4,5,?,14,13,14,6,3,Z
8,8,8,3,5,11,12,6,?,13,?,19,13,10,6,G
5,17,13,2,5,9,?,10,13,?,12,12,?,15,5,P
11,13,8,3,1,4,13,4,?,11,14,15,13,11,?,Y
9,11,13,6,0,6,?,4,7,?,14,14,11,10,3,N
10,9,8,3,6,11,13,?,7,?,15,15,?,10,3,G
9,12,9,5,2,?,11,11,?,?,12,9,11,10,8,U
9,6,9,2,5,?,9,9,11,10,10,?,10,6,5,L
8,10,10,7,10,13,14,12,13,?,?,?,14,10,9,T
8,9,10,5,6,10,12,?,3,15,?,15,12,9,?,K
9,7,9,5,0,17,11,?,?,10,12,10,?,15,6,U
10,5,8,4,4,5,?,?,12,11,11,8,11,11,5,A
9,15,18,0,3,7,?,7,8,6,?,13,14,?,4,P
11,9,8,4,11,11,8,?,?,10,13,?,17,14,?,A
12,15,5,14,3,11,12,?,16,?,16,12,14,?,7,M
1,1,0,0,0,10,10,?,10,10,10,?,12,10,2,L
9,15,18,3,9,6,12,10,10,6,11,11,?,?,5,J
10,11,10,8,3,11,11,9,11,9,14,13,?,11,5,N
5,11,10,6,3,9,13,?,9,15,12,10,?,14,5,K
7,6,8,0,4,9,?,9,9,13,12,11,10,7,4,L
9,16,8,3,1,4,14,3,5,11,?,16,?,11,3,V
9,5,9,6,10,11,12,12,13,14,?,?,12,13,10,Q
9,10,10,4,4,11,11,6,?,10,?,16,13,10,5,H
9,11,10,8,8,?,10,13,11,14,16,13,13,10,?,R
11,15,6,4,1,7,11,9,?,10,13,?,14,10,4,V
7,11,14,7,5,9,?,11,?,12,14,12,14,12,5,O
9,10,13,3,4,10,11,?,9,11,16,16,13,6,?,X
9,4,9,4,7,7,9,?,10,10,15,14,?,10,?,S
7,11,14,5,3,11,12,4,?,13,14,14,13,10,3,U
10,11,10,8,4,8,12,?,11,11,13,?,11,12,9,W
9,11,11,5,5,11,10,?,10,?,11,?,14,?,10,D
12,8,19,2,1,9,9,?,7,13,14,14,12,7,?,J
9,11,11,9,6,9,?,9,?,9,14,14,12,13,?,W
9,11,10,5,0,12,12,8,?,?,13,?,13,17,6,H
11,5,16,4,8,?,12,14,12,14,?,11,12,?,7,L
9,7,16,4,9,9,13,15,?,?,13,8,12,9,?,L
8,13,9,12,10,8,?,8,11,10,15,13,17,?,?,G
8,11,17,0,2,8,10,?,11,11,11,10,13,5,3,I
9,7,6,1,12,?,11,5,10,?,11,16,13,?,4,S
10,10,10,3,6,9,9,?,?,10,15,?,10,10,5,R
10,11,10,14,12,6,15,?,13,?,12,?,12,13,13,O
10,10,9,8,7,7,11,10,?,10,?,12,17,11,?,P
7,10,9,2,5,12,12,?,?,17,12,11,10,?,2,C
10,5,11,5,8,7,9,7,9,13,?,15,?,?,7,O
10,9,9,3,7,12,?,4,6,?,13,16,11,10,3,E
14,9,12,12,3,?,12,10,14,8,17,15,12,9,10,M
5,10,9,11,0,7,13,10,?,10,15,12,12,?,4,W
11,11,10,5,1,3,12,?,2,10,?,18,?,13,2,W
9,11,9,3,0,?,11,?,1,11,14,17,12,?,2,H
8,12,12,5,1,?,11,3,3,10,14,?,14,?,?,N
8,11,13,3,5,9,?,7,9,13,14,14,?,6,?,X
10,17,9,0,0,6,11,7,8,?,11,11,11,?,3,T
10,10,9,8,9,?,9,?,14,9,15,11,15,9,12,N
9,9,7,3,6,12,10,10,12,11,13,?,12,?,5,G
11,11,17,7,5,10,?,15,14,?,15,?,?,11,6,P
8,13,17,2,1,8,11,5,4,7,16,16,?,8,1,F
9,6,9,2,2,?,?,3,2,11,16,18,10,11,0,A
9,12,14,7,0,7,12,5,8,8,?,15,13,?,4,N
9,10,9,5,13,6,13,?,13,10,15,14,13,9,?,X
4,14,17,2,3,9,11,10,?,8,14,?,16,9,4,Y
10,11,16,3,10,13,11,11,?,10,12,?,12,?,8,Z
14,9,14,0,1,8,?,3,4,9,13,13,11,?,3,J
13,8,15,4,6,7,14,10,11,11,?,11,10,7,8,E
7,9,10,3,4,7,14,2,?,?,15,16,?,14,1,K
4,7,4,1,2,8,?,?,9,13,12,?,13,5,?,L
9,10,8,2,10,?,10,3,6,11,15,?,13,8,5,Z
7,12,7,3,7,14,?,10,?,19,14,11,12,10,?,C
9,11,9,8,7,?,?,8,11,13,15,13,?,?,9,T
8,10,10,0,5,14,12,?,3,18,15,19,10,?,0,C
11,12,15,5,8,?,12,12,11,6,?,?,14,10,7,P
8,8,10,12,3,12,11,10,14,14,14,12,?,12,11,M
10,15,8,10,2,5,14,5,10,?,15,?,13,11,?,W
9,10,9,10,0,4,13,9,11,10,16,14,13,13,6,W
8,9,10,3,12,15,11,?,9,10,12,11,11,12,?,B
10,10,9,3,4,12,12,3,6,11,15,16,12,11,?,O
10,12,7,1,12,?,11,7,12,9,11,17,?,8,?,S
9,11,14,7,5,8,11,11,10,?,16,15,12,8,6,K
9,10,5,5,7,11,?,8,11,12,14,12,11,12,?,G
9,10,17,0,2,6,11,5,4,?,13,13,12,6,3,I
9,9,9,17,4,7,9,?,14,11,15,?,?,12,13,M
8,9,12,6,7,9,13,?,?,11,?,11,13,13,7,O
12,15,8,2,1,5,13,10,?,11,?,12,14,11,?,Y
9,9,11,11,3,6,?,6,9,12,17,15,12,?,5,M
8,13,11,2,3,6,12,3,6,?,15,17,?,7,2,Y
3,3,3,0,1,10,?,3,?,9,13,18,11,?,1,L
1,2,1,1,1,11,12,?,5,?,13,11,13,10,2,L
6,8,9,5,3,8,11,4,3,?,15,17,10,?,2,K
9,10,5,8,1,15,?,8,9,12,12,13,?,19,?,N
10,9,10,3,5,?,10,3,3,?,15,18,?,12,?,O
10,9,7,4,7,9,13,4,8,13,13,17,11,13,6,Q
9,6,10,5,1,?,?,9,10,11,12,11,12,20,?,H
2,16,16,1,4,9,9,9,7,10,12,10,?,9,?,F
7,11,13,5,3,12,10,?,7,?,14,13,13,9,3,U
14,8,18,0,0,10,11,10,?,?,13,12,10,6,4,J
11,8,14,2,8,11,?,7,9,12,?,13,10,6,?,Z
11,10,14,3,6,12,?,9,11,?,13,13,12,7,4,S
8,13,11,1,4,?,14,4,9,11,14,17,16,6,4,Y
5,14,12,9,3,5,11,13,?,?,14,14,15,9,10,W
11,9,14,3,5,?,12,3,6,?,14,15,11,9,4,B
9,10,7,8,1,14,12,?,?,11,11,15,?,?,5,N
12,8,10,3,11,15,?,11,11,8,12,8,10,?,6,Z
10,10,15,3,6,8,?,?,7,10,14,?,?,8,3,E
13,3,11,5,5,?,9,9,?,13,12,9,?,10,6,A
8,12,18,3,6,10,?,12,11,6,13,13,?,7,5,T
9,10,9,4,6,8,9,8,9,11,14,12,?,7,5,X
10,9,8,9,1,13,12,9,?,11,11,11,14,?,7,N
11,9,14,7,10,9,9,11,11,?,14,10,13,8,?,D
10,15,10,8,2,5,12,7,?,11,13,?,15,10,7,W
5,11,17,4,1,14,?,14,15,11,15,16,14,8,6,U
9,13,9,2,1,?,12,?,12,11,13,10,13,10,4,Y
9,11,12,6,12,7,13,?,8,12,13,13,?,?,5,C
12,13,7,2,3,7,14,?,5,?,15,17,15,?,3,Y
8,11,9,8,2,10,12,?,8,?,14,?,13,9,3,U
11,10,8,3,7,9,12,5,?,12,?,16,?,13,7,Q
10,11,10,8,1,4,11,?,2,11,15,?,13,12,3,W
7,11,14,4,3,11,10,6,7,13,15,?,15,?,?,U
10,11,10,3,8,12,11,8,9,9,13,12,?,10,6,B
11,11,10,4,7,?,12,6,11,13,10,13,14,13,?,Q
12,4,12,5,6,8,11,12,?,?,14,?,8,10,5,S
12,8,10,2,10,13,10,9,8,?,12,12,12,7,4,Z
13,8,15,5,5,11,11,11,13,?,?,13,11,?,7,D
9,10,9,8,5,12,?,?,9,10,?,13,12,11,8,H
10,11,10,5,0,13,?,?,12,11,11,17,?,20,5,H
17,3,19,2,0,12,10,?,7,16,?,11,10,14,3,J
11,15,8,3,2,9,12,5,7,?,16,?,?,8,4,T
5,12,15,6,6,7,10,?,14,?,14,?,15,?,7,Y
11,12,10,8,5,9,15,11,?,9,13,13,?,12,4,V
11,11,9,2,13,10,11,9,9,10,?,12,?,7,8,Z
12,11,17,7,6,11,13,15,?,8,13,11,?,?,5,P
10,12,10,7,2,10,?,6,8,?,14,14,13,12,6,N
10,9,7,6,1,?,12,3,3,11,14,18,?,17,1,N
9,8,9,8,1,?,10,2,3,?,?,17,10,16,2,M
8,11,10,3,11,13,11,6,7,?,13,13,11,?,5,B
11,9,10,3,12,13,10,?,9,9,?,11,13,11,5,S
8,15,8,3,2,?,13,11,13,12,12,10,12,?,5,V
10,6,10,4,0,?,?,7,8,11,13,12,12,?,2,U
9,8,8,4,4,?,10,8,8,10,?,13,12,11,7,N
7,16,18,3,3,8,11,11,13,5,15,?,?,9,?,F
11,10,7,5,6,?,?,7,9,14,?,14,12,13,5,Q
12,11,5,6,6,9,13,?,15,8,10,17,16,?,6,Y
10,9,9,4,6,12,13,3,4,?,13,14,?,?,3,E
10,12,17,2,8,?,13,11,9,11,13,14,?,10,5,C
10,9,10,8,11,?,10,9,11,11,?,12,15,?,8,B
8,14,11,2,3,?,?,3,5,11,15,16,14,6,?,Y
10,9,10,3,11,10,?,5,?,11,14,15,13,12,?,S
10,9,9,3,10,8,?,7,9,11,13,?,16,12,7,A
4,9,9,0,8,16,10,?,9,?,11,?,12,7,5,E
9,9,10,4,8,13,13,?,11,13,10,10,?,9,9,E
8,11,9,7,7,10,9,10,12,12,14,12,?,10,10,T
9,9,13,4,4,8,11,?,10,14,17,?,13,?,5,H
12,8,14,3,4,?,?,5,4,?,15,15,10,7,1,X
6,5,6,8,3,?,11,14,13,?,14,?,14,11,5,U
8,10,11,9,6,8,14,15,14,12,13,9,13,11,7,H
13,3,12,3,5,6,?,12,9,?,12,10,9,?,4,S
11,4,10,3,3,5,9,8,8,12,12,10,?,?,2,A
8,15,15,1,3,8,12,5,4,?,14,16,15,?,?,T
11,3,10,3,5,4,8,6,7,12,13,14,11,?,3,A
11,12,9,3,1,5,12,2,?,?,16,16,12,11,1,V
9,9,5,8,0,15,12,?,11,11,14,11,11,18,4,N
10,8,11,5,0,17,?,?,?,11,12,11,13,15,3,U
11,10,13,3,4,11,11,6,6,?,15,14,11,?,2,O
7,9,8,4,6,18,11,5,10,7,?,?,13,10,4,D
7,17,14,2,2,8,11,4,5,6,14,?,?,9,2,T
10,10,7,7,0,14,11,7,?,11,12,13,13,?,3,N
15,3,13,3,3,?,11,?,8,12,?,14,11,11,5,A
8,10,12,3,5,9,?,5,4,13,15,13,10,11,?,G
10,12,10,3,5,7,11,4,6,14,?,?,13,12,?,Q
6,10,12,4,5,12,?,9,9,13,15,15,15,?,5,U
4,11,9,0,10,15,10,?,?,20,11,9,13,7,4,E
7,9,10,0,8,12,12,1,2,16,14,?,?,10,?,E
6,11,9,5,10,8,11,9,10,14,14,?,12,?,7,C
9,7,10,7,10,6,?,?,13,?,13,16,11,12,8,H
11,10,11,5,11,7,15,16,13,13,?,11,8,12,?,C
11,8,10,4,1,13,?,7,7,?,13,12,12,?,4,U
13,6,13,5,9,11,16,?,12,11,11,7,8,9,5,Q
7,14,13,2,5,9,12,3,5,9,12,16,?,10,?,F
10,8,10,4,0,16,?,?,10,?,12,16,11,19,4,H
10,10,10,4,6,?,12,10,11,?,13,13,10,11,7,O
8,6,10,1,3,9,10,?,13,14,13,13,?,5,?,L
1,0,1,1,1,11,10,7,11,?,?,?,11,10,2,L
9,10,17,1,1,?,?,9,11,11,13,10,11,6,5,I
9,8,13,10,2,7,?,4,7,11,15,14,9,10,6,M
9,11,7,2,6,13,11,?,9,?,13,?,11,8,2,C
10,12,8,6,8,12,12,8,13,13,10,13,?,?,4,Q
8,9,10,4,7,10,10,8,11,9,?,13,?,10,8,R
7,9,11,9,5,7,12,7,?,15,13,14,?,9,7,C
10,9,8,3,9,11,13,5,9,6,15,18,11,?,7,B
11,15,8,1,1,9,13,7,11,11,14,?,?,8,5,T
4,11,6,11,3,10,?,13,13,15,16,12,12,?,?,M
11,10,7,3,6,7,13,3,?,?,14,17,12,?,5,Q
9,9,9,4,6,?,12,10,12,10,12,10,?,10,7,R
12,11,13,5,5,?,?,?,9,8,15,14,9,?,4,R
10,4,10,3,3,4,10,?,?,11,14,14,?,10,5,A
11,8,18,2,2,8,?,4,6,?,15,15,10,8,?,J
10,9,19,1,1,8,11,10,11,11,12,10,12,5,3,I
9,10,13,3,5,?,12,5,5,10,15,13,?,12,?,O
12,10,12,9,12,9,10,15,?,10,13,10,11,10,8,B
4,11,16,4,6,10,?,9,13,?,16,?,15,7,5,K
11,8,9,2,8,11,12,2,3,?,15,17,10,10,?,G
6,4,3,0,2,12,9,4,?,7,13,15,13,?,?,L
10,10,8,6,6,?,11,10,12,?,12,11,?,11,6,C
4,9,9,1,10,15,?,?,8,20,12,13,13,8,?,E
7,14,9,5,8,11,13,8,8,12,13,12,8,?,?,R
11,10,8,3,7,?,12,4,8,12,12,15,?,11,?,G
11,12,15,4,4,8,11,?,10,7,?,14,13,?,6,P
8,10,10,3,11,12,13,6,?,8,13,14,?,12,5,B
13,11,7,6,9,9,11,8,13,15,9,?,13,?,6,Q
8,8,12,3,5,10,12,5,8,13,14,?,?,?,5,G
8,10,9,3,7,13,12,6,7,14,12,11,10,8,?,E
9,13,15,1,5,8,13,6,9,5,?,15,14,11,5,P
6,6,3,1,2,?,?,?,6,8,14,16,13,9,3,L
9,10,15,1,7,10,?,6,?,11,14,12,11,6,3,Z
11,14,9,2,0,4,14,6,7,11,?,11,13,10,?,Y
8,14,6,15,3,?,14,19,?,15,19,16,16,10,?,M
8,9,14,3,7,12,?,9,?,15,13,11,11,?,6,G
9,9,14,5,4,10,?,?,10,12,17,16,12,8,7,H
10,9,10,3,5,?,11,6,7,?,?,15,13,12,6,O
12,4,12,4,6,?,10,11,?,11,12,?,9,10,4,S
6,12,15,2,3,12,?,7,?,14,?,13,15,?,4,C
